-1,1.335366861,2.275219022,-0.252242772,1.52607083,-2.089145478,0.484096682,-2.114870817,-1.767195814,-0.972118508,-1.745210085,-0.245193793,-1.059573691,-0.234575318,-0.856954498,0.237757319,1.869884974,0.307352229,1.66182567,-0.03524293,-2.283187646
-1,1.335366861,0.090915339,-0.824802259,1.208582606,-2.089145478,-0.491162496,0.611367657,-0.53132185,-0.972118508,-2.298773718,-0.017084702,1.472096097,3.552587282,2.867732272,0.295175074,-0.500743303,0.424745368,1.040248996,-0.391987228,0.493148658
-1,1.335366861,1.939172302,-0.824802259,-0.990130108,-2.089145478,-1.466421674,-1.066317558,-0.036972265,-0.972118508,-0.084519187,-0.185965411,-0.864829862,1.42230832,0.895839276,0.109065743,-2.400127393,0.390892581,3.452499841,0.411185687,0.493148658
-1,-0.358146783,-0.413154742,-0.824802259,-0.253046428,0.260369398,1.459355861,0.191946353,-0.778496643,-0.972118508,-1.468428269,1.197993163,-1.059573691,-1.181365968,-1.514252163,0.072619102,0.280992303,0.561614486,0.247170566,-0.838453449,0.493148658
-1,1.335366861,0.76300878,1.46543569,2.705714039,-1.921322987,0.484096682,-1.27602821,-1.520021022,-0.972118508,-0.084519187,0.192838745,-1.059573691,1.659005982,1.33403772,-0.019855354,0.928627587,0.013233496,2.2189572,4.313240338,-0.123814966
-1,-1.009498185,0.090915339,-0.824802259,-2.563103234,1.602949328,1.459355861,1.240499613,2.187600871,-0.176638873,1.299389895,1.013444449,1.082608437,-1.891458956,-1.952450607,-0.96627443,-1.66027172,-1.249588136,-1.866929849,-0.712748592,2.652521338
-1,1.20509658,0.76300878,3.183114152,1.098360813,-1.417855514,3.409874217,-0.75175158,-1.520021022,1.01658058,-1.468428269,-2.217275292,0.206261203,-1.418063631,-1.295152941,1.075752256,0.938294269,0.421913284,-0.276051521,-0.27724824,-6.910414819
-1,0.94455602,-0.077108022,-0.824802259,1.65249946,-1.417855514,-0.491162496,-1.171172884,-1.272846229,0.486260823,-0.361301003,0.165616538,-0.183226457,1.42230832,0.457640833,0.158724059,0.168603622,0.092023333,0.78062649,-0.461038293,0.184666846
-1,0.94455602,1.0990555,2.037995177,0.97035521,-1.417855514,3.409874217,1.240499613,-1.272846229,2.209800033,-1.191646452,-2.314057869,0.011517373,-1.418063631,-1.514252163,1.213222051,0.97737649,0.481051337,-0.198415687,-0.328055739,-5.368005762
-1,1.335366861,2.275219022,-0.824802259,-0.683800833,-2.089145478,-1.466421674,-1.27602821,-0.284147057,-0.839538569,-0.63808282,-0.105769146,-0.767457947,2.132401307,1.553136942,0.090690482,-2.050269033,0.325713651,2.800335,0.720098347,0.184666846
