0;12;5;0;19.83062331;19;1;22;9;14;13;15.62672811;1;14;14;16.11538462;74.51015942;-8.978617536;74.28388919;0.606060606;0
0;12;5;0;19.20284238;19;1;32;13;12;14;18.78846154;6;14;12;13.752;59.374784;-7.919808;51.186496;0.5;0
0;19;5;0;21.67827529;12;1;20;8;14;9;15.06940063;0;21;20;15.98099762;64.43400793;-1.152995075;83.43431824;0.481481481;-1
0;14;5;0;20.01664355;17;1;22;9;14;13;16.21052632;2;14;17;15.23432343;67.10801773;-3.597642933;73.7767757;0.606060606;0
0;16;5;0;20.32309942;15;2;31;8;27;12;11.4453125;2;19;18;14.39411765;56.96851211;7.674221453;46.19761246;0.533333333;0
0;13;5;0;19.4151436;18;2;32;12;11;14;17.04856512;2;9;9;15.01162791;70.08462532;-2.885658915;71.19753921;0.733333333;1
0;11;4;0;18.90761548;20;1;23;10;14;14;16.25105485;3;12;13;15.79372197;71.65794607;-10.51338253;60.36103682;0.545454545;-1
0;10;6;0;18.80597015;21;2;32;12;29;15;15.87751004;1;11;12;12.99545455;65.71444215;3.489855372;54.45907025;0.590909091;0
0;13;5;0;19.84823848;18;1;21;9;14;14;16.16444444;0;12;17;15.6013986;74.92175657;-13.59479681;70.84111693;0.5;-1
0;12;3;0;19.96570645;19;1;32;10;13;13;16.84318182;1;15;16;15.07118644;66.43417409;-9.086710715;65.23900029;0.454545455;0
0;16;4;0;20.58125915;15;2;21;9;18;11;13.79112272;1;21;16;17.79178886;67.31961369;2.734849202;71.95958067;0.451612903;0
0;14;5;0;20.33239038;17;3;21;9;15;12;15.37121212;2;15;17;16.0851735;74.16113206;-5.809302511;72.36183065;0.615384615;-1
0;9;4;0;18.44149578;22;1;32;12;0;18;13.93321918;31;10;10;19.47179487;61.77267587;-1.773464826;41.15176857;0.527777778;0
0;12;10;1;19.40078329;19;2;32;13;8;13;17.46543779;3;7;9;16.21317829;71.97141097;-6.569031308;100.7568806;0.571428571;0
0;12;2;0;19.49868766;19;1;32;13;20;17;12.30935252;9;12;10;19.26717557;70.90054484;6.440883398;45.63090729;0.703703704;0
0;15;4;0;20.44189383;17;1;23;9;13;12;15.92098765;0;13;17;15.42813456;69.09207044;-3.80364541;74.47113505;0.548387097;-1
0;13;2;0;20.49785408;18;3;32;12;9;15;18.76748971;2;15;13;11.48923077;78.13869822;-3.204402367;42.2868071;0.607142857;0
0;10;2;0;19.3501292;21;1;32;14;19;17;12.45487365;10;10;9;19.08;71.675216;6.52224;43.8656;0.739130435;0
0;13;7;0;20.14086471;18;1;22;9;10;13;17.31074766;1;12;20;13.38110749;71.62342306;-6.35341489;69.02413819;0.538461538;-1
0;13;2;0;20.60319767;18;1;21;8;14;13;16.14418605;0;17;16;15.36011905;71.13261763;-5.459839144;65.1113857;0.586206897;-1
0;10;2;0;19.08712121;21;1;32;13;18;17;12.87719298;11;9;10;19.29310345;78.11355529;-2.100178359;44.95719382;0.760869565;0
0;12;10;0;19.40469974;19;2;22;9;13;14;16.07543103;2;13;12;14.48449612;68.29951626;2.961165194;60.07921699;0.666666667;-1
0;12;5;0;20.00685871;19;1;22;9;11;12;17.58495146;1;13;13;14.93220339;76.37743177;-16.12915829;70.74116633;0.527777778;0
0;12;5;0;19.13392857;20;2;23;10;13;13;16.23908046;1;14;10;15.225;81.75164931;-7.3640625;81.60770833;0.571428571;1
0;15;6;1;19.38829787;16;1;32;11;0;13;14.96196868;0;13;18;13.54044118;52.91257569;5.972831964;91.49101157;0.5;0
0;14;5;0;20.47694524;17;2;32;12;10;14;17.69311065;2;12;12;12.88181818;76.79486685;0.607741047;71.29209366;0.682926829;0
0;21;4;0;22.76261682;11;1;16;6;14;10;14.34662577;3;23;24;16.17586912;71.12397489;-4.094592278;67.01201484;0.535714286;-1
0;16;6;0;20.51585014;17;1;21;9;14;12;15.24234694;1;17;15;16.58787879;73.31486685;-15.99324151;70.75136823;0.464285714;0
0;14;4;0;20.14145658;17;1;20;9;14;13;16.39150943;0;16;16;15.50967742;65.5230385;-6.668491155;65.41119667;0.526315789;-1
0;12;4;0;19.75908479;19;2;25;10;14;11;15.57894737;2;10;16;16.94661922;76.47985714;-14.60494421;80.2071149;0.666666667;0
0;18;5;0;19.9505814;13;2;32;9;31;14;18.00642398;4;17;20;13.74107143;46.89986359;-0.528087798;72.9002179;0.461538462;0
0;12;4;0;19.80053908;19;1;32;11;10;15;17.59146341;0;12;15;13.32624113;71.10840752;-2.007368845;50.43966601;0.631578947;0
0;14;4;0;20.72647059;17;3;20;8;13;12;17.13868613;1;15;18;14.6627907;72.16387236;-5.671984857;68.96187128;0.482758621;0
0;21;4;0;20.80286169;10;1;24;9;11;9;11.99305556;0;11;11;17.74936709;54.05476046;8.160910111;83.49920846;0.627906977;0
0;13;7;0;20.24509804;18;1;24;9;12;12;15.735;1;12;16;15;82.25474506;0.880645161;72.1483871;0.5625;-1
0;14;3;0;20.31541726;17;1;22;8;12;13;16.87387387;0;13;15;14.829653;84.39140602;-10.5548866;64.54511439;0.535714286;-1
0;15;3;0;20.66374269;17;1;19;7;13;13;17.02921348;0;17;16;14.02058824;75.51158304;-3.05732699;63.25545848;0.586206897;-1
0;13;5;0;20.47496423;18;1;24;9;13;12;16.29123711;0;15;16;15.23384615;73.29045207;-5.930073373;74.66531598;0.555555556;-1
