-1,32,21,1,22.99696049,0,3,0,0,0,2,15.43076923,0,11,10,15.50791367,95.78351845,-0.386601108,91.39526111,1.548387097,-10
-1,32,8,0,22.5177665,0,2,26,5,0,0,16.47058824,26,27,27,15.63724305,64.5832389,2.09221425,83.36296604,1.1875,-1
-1,32,19,0,19.19918699,0,1,10,7,0,8,15.70075758,2,18,18,15.21804511,39.58509172,1.377395557,114.5351631,2,-1
-1,19,5,0,20.31168831,14,4,22,4,0,3,22.00943396,0,7,7,15.13595166,74.87180657,4.982274715,73.11444766,0.735849057,-1
-1,32,12,4,24.77742947,1,3,8,1,0,8,17.42750929,0,19,20,14.92765957,83.39545496,-6.597066546,98.59476686,5.947368421,-3
-1,14,8,0,16.825054,22,4,32,16,6,13,21.16818182,22,4,5,12.79591837,49.3224698,-33.26218242,45.79508538,0.863013699,6
-1,31,12,7,22.35140562,4,6,13,1,15,3,6.441176471,13,6,8,17.39543726,83.52267996,2.032413364,66.35313507,1.303571429,-25
-1,29,7,0,23.18778281,4,2,9,2,11,7,17.3034188,9,18,16,15.32989691,73.39263825,-4.933379389,80.00800652,1.117647059,-2
-1,29,14,5,22.15820313,4,6,32,2,24,4,6,11,6,7,17.70507813,84.03704834,3.281143188,67.35638046,1.252173913,-20
-1,32,21,0,19.66153846,0,1,8,6,1,6,16.06632653,3,21,21,15.17665615,44.18964265,0.001109574,106.1075939,2.3125,-2
-1,28,10,4,21.22613065,9,3,3,1,11,10,11.36206897,3,9,11,18.59250585,81.33228395,7.384420471,94.84565812,0.836363636,-4
-1,25,12,0,19.99536321,6,2,14,3,14,5,14.62032086,12,16,14,15.72148541,96.35217303,1.774331769,93.39457816,1.060606061,-1
-1,27,7,0,20.75543478,4,2,24,7,20,7,11.80252101,12,14,21,17.41949153,44.53768673,11.1275316,71.49775567,1.45,-1
-1,19,8,1,19.46556474,12,5,29,8,29,7,14.51502146,15,14,14,16.18120805,49.42994685,0.290572497,103.826224,0.286764706,1
-1,31,8,0,22.54453441,4,3,21,6,3,0,3,11,10,11,14.30188679,85.66258811,-0.893734425,81.43716625,1.793103448,-3
-1,32,8,1,19.52244165,1,2,20,10,22,3,14.525,20,13,24,15.78158458,57.57935522,-3.098913746,66.25636323,1.470588235,-2
-1,22,3,3,23.77894737,9,2,32,12,0,11,11.68245125,0,13,13,17.27504554,73.3379584,-2.516205985,63.83873975,2.333333333,-1
-1,25,10,0,20.07088989,11,2,15,3,17,8,8.80620155,15,12,18,17.27146814,101.383599,14.30674258,57.82104189,1.625,-1
-1,32,4,0,21.9403794,1,2,8,1,24,9,11.09271523,5,25,23,17.33740458,58.98214323,22.21916905,89.21287571,1.181818182,-1
-1,25,13,0,24.84718499,6,2,11,3,18,3,11.49206349,3,12,30,16.02150538,72.9416259,4.124390929,109.2069108,1.105263158,0
-1,31,10,0,18.20677362,0,1,21,8,30,8,15.07885305,21,18,17,16.83153348,28.99930494,-0.338355826,93.98025834,2.473684211,-1
-1,29,3,1,24.65110565,6,1,6,0,5,6,10.71559633,0,13,14,17.55591572,92.79378705,-2.866565622,47.98107116,0.816666667,-1
-1,16,3,0,19.64158687,15,2,25,9,29,7,10.25925926,15,13,9,18.18430034,54.41267807,6.037810574,69.67934396,1.028571429,-2
-1,32,21,0,18.43231441,0,1,21,7,30,6,14.98571429,17,20,18,15.55477032,34.77947034,3.620715704,85.67102848,2.4375,-1
-1,23,8,0,20.88961039,9,6,22,5,25,4,11.80392157,16,6,9,17.82598039,75.87137159,-2.81510717,67.81040345,0.491803279,0
-1,21,5,1,21.79166667,11,2,22,7,5,7,19.58333333,7,11,17,16.5,84.27300085,-15.54363208,121.4150943,1.6875,-1
-1,32,19,0,17.21875,0,2,26,16,2,0,14.53571429,26,16,14,14.66294643,36.11320153,15.78830517,87.29487703,2.777777778,-1
-1,26,9,0,19.70996979,7,2,16,3,11,3,13.45833333,16,14,13,15.51104972,118.3272794,-0.549632185,74.16700498,1.386363636,-2
-1,18,5,0,20.05586592,16,3,32,5,2,7,20.33333333,0,18,18,16.54545455,73.2239311,1.274793388,63.28689492,0.720930233,1
-1,26,16,6,19.59782609,20,2,32,14,5,11,13.42424242,0,4,4,17.34722222,72.62489149,6.399450231,108.5669367,0.825396825,-1
-1,32,22,0,20.83467742,10,3,6,4,1,3,15.42342342,1,11,16,15.72348485,73.22881873,-1.22663424,112.184903,1.12,-1
-1,28,6,0,20.9916388,7,4,8,4,0,5,19.62275449,0,12,14,13.95070423,62.876193,4.820736626,70.49287509,0.703703704,-2
-1,23,6,0,21.2893401,9,2,20,9,25,6,14.46046512,11,15,25,16.29561201,55.45498669,0.702473212,115.3029138,1.5625,-1
-1,24,4,0,20.96116505,9,2,15,6,1,7,20.70682731,1,20,17,12.36453202,57.24999393,-0.358708049,76.48780606,1,-1
-1,21,10,0,21.01277955,10,4,11,3,6,8,15.86988848,9,17,22,18.14070352,65.79816798,-9.387528093,64.60834322,0.849056604,0
-1,23,8,0,20.29420505,12,2,11,2,18,9,12.80602007,11,13,15,16.66381766,102.4373016,7.130502187,114.6391182,1.066666667,-1
-1,32,21,0,19.31343284,0,2,9,7,2,9,16.77333333,9,15,18,15.29098361,38.49306302,-11.92097218,115.0300826,2,-1
-1,28,14,7,22.24950884,4,6,11,1,24,3,6.496062992,11,6,7,17.64466019,82.71650108,2.986494486,67.33198605,1.245614035,-22
-1,30,5,1,24.21367521,2,2,13,3,10,5,16.80110497,13,20,20,15.05497771,66.04207282,-1.896255263,68.46800271,1.105263158,-2
-1,17,5,0,21.27416799,14,2,14,6,0,6,22.1255814,2,17,18,13.65394402,65.67850876,-4.532551198,68.09907478,1.8125,-1
-1,27,8,0,21.02181208,7,2,17,7,1,8,20.55,3,12,21,11.10514019,55.79351908,-3.804895624,89.33240349,1.647058824,-1
-1,29,9,0,24.0802005,3,2,11,3,9,3,16.3627451,11,21,20,15.2096,82.45592064,0.26164224,77.21206784,1.05,-2
